Text,Score,Suggestion
بسیار ارزنده عااالی ,88,1
هدفون خیلی خوبه مخصوصا که ساخت شرکت معروف سنهایزر هست من سه ماه که اینو از دیجی خریدم کیفیت صدا خیلی عالییی داره که همرو راضی میکنه باس نسبتا قوی داره ولی تو استفاده طولانی مدت بیرون گوش رو اذیت میکنه و باعث عرق کردن گوش میشه ولی  در کل عالییییی ,84,1
حتما بخرین عالیه ,96,1
خریدش هدر دادن پوله نرم افزار اندروید قدیمی که به علت پایین بودن ورژن هیچ برنامه ای نمیتونی به راحتی  نصب کنی حاضرم با نصف قیمت بفروشمش وقتی به اینترنت وصل دائم هنگ میکنه  ,4,3
این دستگاه مثلا قرار بود مثه یه تبلت که صفحه نمایشش بشه تلویزیون برای من کار کنه ولی متاسفانه ایرادت و نقصان بزرگ و مختلفی داره اولین و بدترین اشکالش اینکه نمیشه فیلم موبایل رو رو تی وی نشون داد با ها نرافزاری هم که برین بیشتر از3دقیقه کار نمیکنه  در کل یه تبلت متوسط برین واسه این کار خیلی کار بهتری کردین عزیزانی هم که خرید میکنن و فرداش به دستشون میرسه تو رو خدا نیان از رو احساسات نظر بدن  که آی خوبه عالیه و محشره   بذارین یه هفته باهاش سرکله بزنین بعد لوگوی   حتما توصیه میکنم   رو بزنید تا باعث باشتباه انداختن خیلی ها نشن آخه حق الناسه بابا که الکی الکی گردنتون میوفته یا حق ,28,3
من به دوستانی که قسط خریدن این محصول رو دارند میگم   سلام  من این دستگاه را نخریده ام اما با برسی دقیق نظرات دوستان و مقایسه این کالا با کالا های دیگر به این نتیجه رسیدم این دستگاه فقط ارزان تر هست نسبت به محصولات دیگر اما ساخت ایران کیفیت جنس پایین و نامطلوب هرچند یک تلویزیون عادی رو به یک تلویزیون هوشمند تبدیل میکند اما من به شما پیشنهاد میدهم بجای خریدن اسمارت باکس ایرانی یک کامپیوتر کوچک خارجی بخرید این دستگاه امکانات خوبی ندارد   و ویدئو را در حالت آنلاین پخش نمیکند  نسبتا میتوان گفت غیر قابل استفاده است  در آخر و جمع بندی من این محصول را پیشنهاد نمیکنم و تنها امتیاز این محصول ارزان بودنش هست  وگرنه هیچ   ,72,1
سلام  بعد بررسی دقیق ظاهر زیبا فایلهای صوتی رو باز میکنه راحت تصویری از روی هارد یا فلش مموری اگه یک پلیر خوب نصب کنی مشکل نداره راحت هم فیلم هم زیر نویس یکم سرعتش پایین هست صبور باشین من مکس پلیر نصب کردم مشکلی نبوده تا الان و اما بعد هیچ فایل ویدیویی رو انلاین پخش نمیکنه نوشته تو مشخصات آپارات و یوتیوب و  باز میکنه ولی دروغ و چاخان هست باز نمیکنه حالا پشتیبانی زنگ زدم گویا مشکل از تمام سایت ها هست و از این دستگاه نیست ولی گفتن بررسی میکنن خبر میدن الله و علم البته من برای بررسی اینستاگرام و تماشای نماوا گرفتم که نشد  ولی چرا وقتی باز نمیکنه هم تو سایت مادیران هم اینجا تو دیجی کالا تو مشخصات زده باز میکنه یعنی مادیران با 50 سال سابقه تست نکرده نوشته البته من تلوزیون ایکس ویژن دوتا گرفتم راضیم ولی از مادیران توقع آمار اشتباه رو نداشتم   حالا پیشنهاد میکنم اگه برای تماشای انلاین فیلم می خواین یک کیس دست دوم معمولی بگیرین که خروجی اچ داری خیییلی بهتره و دیگر هیچ  یاعلی ,24,2
از روی اپارات وفیلیمو هیچی پخش نمی کنه حتی تلوبیون رو باید کلی دردسر بکشی تا شاید انلاین پخش کنه وگرنه فیلمهای قبلی رونمایش نمی ده ,72,3
من به تازگی خریدم نسبت به قیمتی که داره بد نیست ولی چندان کا راه انداز نیست من برای رجیستر کردن مشکل دارم ضمن اینکه در حالت استنبدبای چراعش مدام خاموش و روشن میشه ,56,3
من این محصول رو ساعت 10 شب سفارش دادم از دیجی و فردا دستم بود با تشکر از دیجی ,64,3
با استفاده از این دستگاه به راحتی تمامی امکانات یک تلویزیون اسمارت رو به تلویزیون معمولی خود اضافه میکنید  ,100,1
محتوای جعبه  ریموت  ماوس بی سیم  کابل اچ دی ام آی  یکم کند است اما برای فیلم دیدن و میراکست مطلوب است   اصلا مناسب بازی سه بعدی نیست  سه عدد پورت یو اس بی دارد که خیلی کارا است و شما حتی میتوانید کیبورد هم وصل کنید   ماوس هم که در جعبه هست   همان اول به یکی از همین یو اس بی ها وصل میکنید وقتی خاموش است  شبها  بی دلیل هر از گاهی از استندبای خارج و دوباره استندبای  میشود تلگرام به راحتی نصب و کار میکنه اون دوستی که گفت h265 ساپورت نمیکنه   دقت کنند   چون اندروید هست شما هر نرم افزاری خواستید میتونید بریزید و با اون تماشا کنید   مشکلی نیست   BS Player نصب کنید که راحت بشین کاش میشد عکس هم براتون ارسال کنم و مشاهده کنید چند تصویر از دستگاه رو وجود یک میکروفون روی دستگاه بد نیست ولی حس جاسوسی میده   کاش میشد سخت افزاری قطع بشه   من که با سوزن کلا از بین بردم میکروفونه رو   گارانتی هرچی شد شد ممکنه بپرسید اگر اندروید هست   هوم اسکرینش چیه    یک هوم اسکرین شبیه ویندوز 8 براش ساختند که نرم افزار های مهم اونجا هست و الباقی رو بعد از نصب در ذیل میتونید اضافه کنید ,84,1
کیفیت این هدست با همه ی باند ها امتحان کردم از هدست copy تو بازار هم پایینتر است به هیچ کسی پیشنهاد نمیکنم ,100,3
در کل باتوجه به کاستی هایی که داره خب میشه ازش راضی بود حداقل از مارک های موجود در بازار که قبلا واقعا عالی بودن ولی الان خیلی کیفیت پایینی دارن باتوجه به رنج قیمتیش تلویزیون خوبیه  تصویر باکیفیت و شفافی ارایه میده یه جورایی حالت هوشمندش ضعیفه ,64,3
من توی پیشنهاد ویژه گرفتم واز کیفیتش راضی ام وخوش حالم  که پول اضافی برای یک برند خاص ندادم ,88,1
خرید این دستگاه رو به همه کسانی که به سلامت خانواده بها میدن پیشنهاد میکنم ,60,1
امروز این دستگاه به دستم رسید و از خرید آن کاملا راضی ام  سیب زمینی را به سادگی٬ در زمان قابل قبول٬ بدوووووون هیچ روغن مضر  فقط کمی روغن زیتون  و با کیفیت عالی  کاملا ترد و خوشمزه  سرخ کرد  قیمت این دستگاه نسبتا بالا است و ممکن است به میزان کاربردی بودنش نصرفه  اما غذای سالم و خوشمزه و بی دردسری رو آماده می کنه  ,88,1
یه میز کار جمع و جور مناسب برای کار در منزل و حتی کارگاه  ,84,1
محشره  حتما بخرید  پشیمون نمیشید  هیچ کدوم از نمایندگی های فیلیپس نداشت تا دیجیکالا موجود کرد  دمتون گرم ,92,1
نسبت به پولی ک میدین ارزش خرید نداره  کیفیت صدا خیلی پایین بیس کم  کیفیت ساخت ضعیف وقتی به دستم رسید واقعا تو ذوقم خورد ,28,3
حدود یک و سال و نیم میشه که از دیجی خریدم و ازش خیلی راضی ام قدرت بالا و طراحی زیبای آن از نقاط قوت آن است و بازدهی و سرعت چرخ گوشت آن هم مطلوب است و به لحاظ طراحی خاص آن بعد از استفاده به راحتی قابل باز شدن برای شستشو و تمیز کردن و به راحتی هم قابل سوار کردن می باشد صدای نسبتا زیاد آن بخاطر قدرت موتور آن می باشد و واقعا در رده خودش بی رقیب است ,64,1
سلام من این کالارو توی پیشنهاد ویژه خریدم با اینکه باز هم دیجی کالا در قیمت پیشنهاد ویژه بزرگنمایی کرده بود ولی از کیفیت کالا راضی هستم بدنه محکم و باز شو بودن گلویی چرخ دنده بنظرم از نکات مثبتشه فقط دکمه روشن خاموش اهرمی که امیدوارم دوام لازم رو داشته باشه توی این محدوده قیمتی بنظرم انتخاب خیلی خوبی میتونه باشه ,60,1
یک چرخ گوشت عالی وباقدرت وجمع وجور سرعت چرخ بسیار عالی  مرسی دیجی جان ,100,1
با سلام و تشکر به مدیریت و پرسنل صادق و منظم دی جی کالا این محصول رو امروز خریدم چنتا برش و ساب هم زدم خیلی خوب و رضایت بخش هستشرنسبت به پولی که دادم راضی هستم  ممنون ,96,1
این دستگاه در یک کلام فوق العاده و بسیار کاربردی می باشد فقط از دیجی کالا خواهشمندم لوازم و تیغه های آن را موجود کند چرا که بعد از حدود یک ماه استفاده سنگین یکی از تیغه های کاربردی آن شکسته  و در بازار پیدا نمیکنم ,64,2
در نظرات دوستی ذکر کرده که این دستگاه ای کاش   بلک اند دکر     بود و  نه    بلک پلاس دکر      که جای تشکر از دقت آن عزیز دارد   زیرا بسیاری از محصولات با کیفیت پایین در بازار از این نوع تشابهات اسمی به عمد سو  استفاده می کنند      ولی خبر خوب اینکه در مورد این کالا موضوع ذکر شده صادق نیست    و در واقع اگر سرچی در سایتها انجام دهید مشخص می شود که خوشبختانه دو نام بالا به یک شرکت تعلق دارند و به عبارت دیگر  مدتی ااست که لوگو و نام محصولات این شرکت     بلک پلاس دکر     شده است هر چند محصولات با نام قبلی نیز در بازار وجود دارد و شاید  حتی با نام قدیم نیز تولید شود ولی در هر صورت این محصول جنس اصل و با همان کیفیت بالایی  است که می شناسیم   ,100,1
این مدل من خریدم بعد از چند دقیقه روشن بودن دستگاه هنگ میکنه و صفحه خاموش میشه وهیچ کانالی عوض نمیشه  بردم گارانتی با مدل  XDVB 262 تعویض کردند  ,4,3
دیروز خریدم  بسیار باکیفیت و قوی است ,100,1
هرکسی دنبال کیفیت تصویر هست حتما این برند مد نظر داشته باشه کنتراست تصویر در این تلویزیون ها واقعا عالیه شدت نور سفید بالایی داره و شدت نور مشکی نسبتا کمه این دو باعث میشن که کیفیت تصویر و کنتراست تصویر بالایی داشته باشه تلویزیون هایی تو این رده قیمتی شدت نور سفیدشون حدود 100 تا 250 کاندلا بر متر مربع اما تلویزیون های فلیپس بالای 300 کاندلا بر متر مربع هست که این باعث میشه تراز سفیدی افزایش پیدا کنه واقعا کیفیت خوبی داره تلویزیون های فلیپس ,88,1
راحت   شست و شوی ساده   کارایی زیاد   مراقب باشید به سیمش فشار نیاد یا کشیده نشه زیاد   در کل راضیم   پارس خزر داشتم قبلا که نصف نه   یک سوم اینم کار نمیکرد   ,100,1
رجع به بیسش که خیلی ها نظر منفی میدن من نظرم بر عکس  بیس کاملا ً طبیعی و زیبایی داره  مثل خیلی هدفونا الکی فقط تو گوشت از بیس زیاد اذیتت نمیکنه  بیس تریبل و میدش همه بالانس و عالیه   فرق بین کسی که عشق کوبیدن بیسِ و کسی که عاشق خوده موزیکه و دوس داره همه زیر و بم موزیکو بشنوه  ,92,1
فوق العاده است ما 3ساله این اتو رو داریم مثله بنز کار میکنه اونایی که میگن برق میندازه یا پارچه نازک رو میسوزونه احتمالا فقط بلدن دوشاخه اتو رو بزنن به برق و اتو بزنن هر اتویی درجه حرارتش قابلیت تنظیم داره واسه انواع پارچه اگه قرار باشه با همون درجه حرارتی که پارچه کتان رو اتو میکشین مثلا  روسری زنانه اتو بکشین مسلمه که میسوزه برای جاهایی هم که فکر میکنین برق میندازه باید از پشت پارچه اتو کشیده بشه ,88,1
به نظرم عالی هست یک عمر اتو میشه ,84,1
عالی است من تو تخفیف 170 خریدم و الان 1 سال که دارم استفاده می کنم  دستگاه خوبی است ,100,1
خیلی خوبه من که راضی ام ,100,1
دوستان سلام من شش ماه  که دارم استفاده عالیه من برای بازی باps4 خریدمش واز کیفیت  صدای تولید شده راضی هستم  فقط میگم که ارزش داره وعالیه ,100,1
من این هندز فری امروز به دستم رسید در مقایسه با هنز فری قبلیم pioner cl 701 کیفیت سیم افتضاح بیس افتضاح و کلا افتضاح پولمو دور ریختم ,16,3
بیس عالی داره ,60,1
هدفون خوبیه و کیفیت صدای قابل توجهی داره  سنهایزر برند ریشه داری تو زمینه هدفونه و توی کیفیت جنساش شکی نیست  ولی به نظر من بهتره تو این رنج قیمت یه هدفون بی سیم بخرید  به دوستانی که قصد خرید این کالا رو دارن توصیه میکنم حتما براش یه کیف تهیه کنن چون اون قسمت لاستیکی اش به راحتی جدا میشه و ممکنه گم بشه  ,52,2
با سلام به همه دوستان من این هندزفری رو تقریبا یکساله که دارم و از کیفیت صداش خیلی راضیم   اما متاسفانه کیفیت پوشش سیم افتضاحه بعد از مدت کوتاهی روپوش سیم هدفون خود به خود پاره شده و سیم های داخلی دیده شدند درسته هنوز داره برام کار میکنه ولی از چند جا پاره شده ,52,3
سنهایزر hd4 30  کیفیت خروجی صدای عالیی داره و  خیلی گوشنوازه  براحتی بر روی سر قرار میگیره و به لطف پد های نرمش کاملا راحته وبرای استفاده بلند مدت گزینه خیلی خوبیه هدفون از جنس پلاستیکه ولی کاملا با کیفیته و به محض در دست گرفتن هدفون متوجه کیفیتش خواهید شد اگر پلیرتون خروجی قوی داشته باشه و خود اهنگ هم کیفیت بالایی داشته باشه این هدفون به هیچ وجه ناامیدتون نمی کنه و کاملا از صداش لذت خواهید برد  صد در صد ارزش پولیو که میدید داره و توصیه ام اینه که رنگ مشکیشو بگیرید چون سفیدشش زود کثیف میشه و توی ذوق میزنه  ,96,1
هدست مناسب و کارآمدیه ایزولاسیون خوبی داره با این امپدانس با گجتهای روزمره و کامپیوتر و لپ تاپ بخوبی جواب میده برای گوشیهای اندرویدی هم کلیدهای ریموت داره روی سیمش میکروفن هم داره برای برقراری مکالمه ,96,1
بیس خوبی داره جزییات صدا و تفکیک هم خوبه  صدای بیرون زیاد شنیده نمیشه  با اینکه گوشای نسبتا بزرگی دارم ولی خوب فیت میشه رو گوشام  کیفیتش هم که آلمانیه ,80,1
وضوح صدا مهمترین ویژگی این هدفونه بیسش عالیه که برندشم اینو میگه همیشه سنهایزر به وضوح صدا و بیس مناسبش معروفه حجم صداشم بسیار بالاست ولی صدای بیرون رو خیلی ایزوله نمیکنه  از لحاظ کیفیت ساخت و ارگونومی هم بسیار عاایه ,76,1
امروز توی نصب روشور ازش استفاده کردم از این کابینتی ها بسیار خوب بود تنها نکته اینه که با توجه به ابعادش همه جا نمی تونید ازش به عنوان پیچ گوشتی هم استفاده کنید  ,80,1
دریل عالی وزنش اون قدر که نوشته سنگین نیست بسته بندی خوبی داره پرقدرت در کل دریل خوبیه ,80,1
من این دریل رو تو پیشنهاد شگفت انگیز خریدم و از اون راضی هستم  هنگام خرید در توضیحات وزن دستگاه رو 3 کیلوگرم نوشته بود که کمی نگرانم می کرد ولی زمانی که دریل به دستم رسید خودم اون رو وزن کردم که بین 1 7 تا 1 8 کیلوگرم بود که کاملاً برای این محصول قابل قبول هست تا حالا فقط برای سوراخکاری دیوار بتینی ازش استفاده کردم که بسیار راضی کننده بود  ,96,1
واقعا عالیه ,100,1
ساخت چین تحت لیسانس بلک اند دکر انگلستان  ,80,1
به نسبت پولی که براش پرداخت میکنید دریل خوبیه کیف داره بدنه مقاومی داره وموتورش هم قویه اما یه کم سنگینه صدای چرخ دنده هاش به نظرم زیاده ,68,2
با سلام دستگاه خوبیییی کارایی عالی و به کارگیری راحت من تو شگفت انگیز خریدم  واقعا ممنون از دیجی کالا  در ضمن یک مته همه کاره با قطر 8  مارک بوش خریدم که عالیییی  امیدوارم همیشه حواسش به درخواست های شگفت انگیز  مخصوصا کالاهای با کیفیت در زمینه های مختلف باشه دیجی    یا حق ,88,1
سالهاست با این قبیل ابزار روزانه و حرفه ای کار میکنم واین ششمین دریلی است که از دیجی کالا خریدم با توجه به طراحی ارگونومیک دسته که قسمت مشکی بالای دسته باید بین انگشت سبابه و شصت قرار گیرد و انگشت میانی جهت کنترل وزن دریل و دوانگشت انگشتر و کوچک جهت روشن کردن و کنترل دور دریل بکار میرود ولی بدلیل لبه ای که در قسمت فوقانی کلید وجود دارد و فرو رفتگی که در این محل  بین لبه فوقانی کلید و بدنه  ایجاد شده  باعث گاز گرقتگی انگشت انگشتر میشود و هنگام کار باید از انگشت کوچک برای روشن کردن دریل استفاده کرد ویا جای انگشتان را تغیر داد که این امر منجر به خستگی و کنترل ضیف دریل بخصوص هنگام کار در حالت چکشی میشود امید وارم توانسته باشم کمک کنم  ,52,1
اگه مثل من در شگفت انگیز با تخفیف بگیرید که احسناالخالقین است   ,88,1
من از خریدم راضی هستم ,92,1
خرید این دریلو برای کاربرد خانگی و نیمه حرفه ای پیشنهاد میگنم ,96,1
دریل بسیار باکیفیتی است توصیه میکنم تهیه کنید  ,88,1
من این برند را بعد از تحقیق و پرس وجو بین  همه برندها انتخاب کردم و از دیجی جان خریدم یکی از قدیمی ترین و بهترین برند دنیا هستش این دریل بلک دکر همه کاره هست اگر اچار را تهیه کنید میتونید  همه کار کنی من مته  این دریل را با برند خود بلک دکر از دیجی خریدم  اچار پیچ گوشتی و اچارهای دیگه را تهیه کردم و همه کار میکنم باهاش    یک دریل همه کاره با برند جهانی  در ضمن برای هر خونه یک دریل حتما واجبه و باید بخرین پس توسعه میکنم این دریل حرفه ای را از دست ندین  سپاس از دیجی همیشگی خودم که 8 ساله دارم ازش خرید میکنم و خیلی خیلی راضی هستم یک فروشگاه کاملا حرفه ای و بین الملی و قابل اعتماد100  هست  ,100,1
بهترین گزینه برای مصارف نیمه حرفه ای و خانگی  ,96,1
از خریدم خیلی راضیم  چون هم راحت قابل حمله بخاطر داشتن کیف همراه وهم خیلی قدرتمنده   ,88,1
تو پیشنهاد ویژه خریدم   از آنچه فکر میکردم کوچکتر ه قدرتش خوبه خوش دسته ولی کیفش اونی نیست که تو عکسه جنسش ضعیفه ولی در کل خود دستگاه چیز خوبیه ,88,2
یه دریل عالی برای مصارف خانگی  واقعا از دیجی کالا بخاطر شگفت انگیز کردن این کالا سپاسگزارم   ,76,1
همون 1 ماه اول تو کارِ سبک سه نظامش به صدا افتاد ,40,3
حتما در تنظیمات صدا رو تنظیم کنید چون به صورت پیش فرض صدای مناسبی نداره ,84,1
این تلویزیون اگه میخواید بخرید باید به عنوان تلوویزیون دوم بخرید وبرای اتاق عالی هستش مخصوصا اگر برای ps4 بخواید ,80,1
گوش اذیت میکنه و بهش فشار میاره ,52,2
کیفیت صداش بسیار پایین هست و من که با تخفیف زیاد  85 خریدمش هم پشیمونم  پاسخ فرکانسیش حتی محدوده شنوایی انسان رو پوشش نمی ده  تها خاصیت متفاوتش که شاید بدرد بخوره سیم سه متریشه که فکر نمی کنم برا خیلیا مهم باشه  ,40,3
بیس صدا کافی است و اگر  زیاد باشد پس از  مدتی اذیت کننده و دردناک می شود  اگر مایل هستید بیس یک مقدار  بیشتر  باشد می توان با برخی نرم افزار ها بیس آهنگ را زیاد کرد  شفافیت عالی است و در کل راضی هستم  کمبود جا برای گوش هم زیاد اذیت کننده نیست  ,92,1
تو استفاده طولانی خیلی گوش رو اذیت میکنه و گوشتون عرق میکنه ,76,3
سلام هم میهنان من این هدفون رو خریدم از دیجی و خواهرم هدفون پایونیر رو خرید تقریبا تو یه رنج قیمت بودند این هدفون تفکیک صدای خوبی داره بلندی صداش برای من کافیه خیلی خوب روی گوش مینشینه و سبکه و اذیتتون نمیکنه وزنش ایرادهایی که داره یکیش اینه که گوشتون عرق میکنه هیچ جایی برای تهویه هوا نداره و نمیتونین بلمد مدت تستفاده کنید اما اون پایونیره بیسش از این بهتره صداش بلند تره صدا زیاد میاد بیرون که عیبه ووش هم عرق نمیکنه در کل اون بهتره ولی سنهایزرم بد نیست و نیازهاتون رو جواب میده ,68,1
تقریبا یکسال پیش این هدفون رو از دیجی گرفتم فقط برای مصرف خانگی و تماشای فیلم  یا گوش دادن به موزیک های که نیاز به تفکیک صدا دارن استفاده میکنم که واقعا در این موارد هدفون بسیار خوبی بوده و هست  چندبار سیمش به شدت کشیده شد ولی همچنان سالمه  به دوستان پیشنهاد میکنم در نقد یک وسیله نگاهشون رو از کاربرد خودشون به کاربرد اون وسیله تغییر بدن  بیشتر دوستان بر حسب کارایی که خودشون از جنس توقع دارند نقد میکنند  این هدفون مسلما برای استفاده تو مترو طراحی نشده  حالا هی میگند صداش کمه  بنده که شب ها در سکوت از این هدفون استفاده میکنم صداش رو 70 میذارم  و اصلا لزومی نمیبینم 100باشه  کیفیت به بلندی صدا نیست کیفیت به بیس نیست ,60,1
اصلا بدرد نمیخوره  موقع استفاده باعث عرق کردن شدید گوش میشه و در کل کیفیت ساخت و صدای پایینی داره ,0,3
دوستانی که میگن بلندی صداش کمه   اینطور نیست و بلندیش کافیه و گوش دادن به موزیک با هدفون و با صدای بلند آسیب خای جبران ناپذیری به گوش میرسونه  بلندی سیمش هم بستگی به فرد داره و کسی که محل نشستنش از تلویزیون دوره این سیم بلند به کارش میاد  در کل برای کسانی که میخوان موسیقی پاپ گوش کنن توصیه نمیکنمچون بیسش ضعیفه اما برای گوش دادن به موسیقی سنتی و کلاسیک خوبه و قدرت تفکیک بالایی داره ,80,1
کیفیت و بلندی صدا وقتی به iphnoe وصل میشه خیلی بهتر  میشه   ,72,2
قدرت خوبی داره تفاله ها تقریبا خشکه با توجه به برندای گرونتر و مقایسه قیمتی به نظرم خیلی به صرفه و با ارزشه اینومحصول الان حدود 1 ساله خریدم خیلی راضیم ازش بعضی موقع ها یه تکه ریز از هویج یا کرفس از تیغه ها رد میشه که طبیعیه فقط دقت کنید هر میوه ای رو سرعت درست تنظیم شه  2 سرعته  ,96,1
بسیار کم صدا و قدرتمند  شستشوی راحت  ظرفیت بالا  حتمن بخرید ارزششو داره ,100,1
دستگاه بسیار ضعیف است  یک عدد موز و 200 سی سی شیر رو نمیتونه مخلوط کنه  به هیچ عنوان نخرید ,24,3
حتی نمی تواند شیر و خرمای پیارم یا خرما خشک را مخلوط کند و دستگاه آنچنان زور میزد و سر و صدا میکرد که فکر کردم شاید هسته خرما داخلش هست که پس از باز کردن و بررسی متوجه شدم که هیچ هسته ای در کار نیست و دستگاه  بعد از یک دقیقه کار کردن حتی نتوانسته بود خرما های را خرد و مخلوط کند تازه پارچ را هم نباید پر کنید چون برای خورد کردن موز هم زور میزند واقعا مسخره است و مثل اسباب بازی می مونه موتورش هم صدای مرگ میده  و هر لحظه فکر میکنی الان میسوزه ولی فعلا نسوخته و دو سه بار باهاش شیر موز درست کردم در کل اصلا محصلات ارزان قیمت فیلیپس را توصیه نمیکنم  ما یه مدل 750 وات با پارچ شیشه ای فیلیپس داریم واقعا با کیفیت و با دوام است قدرت موتورش هم حداقل 5 برابر این است اگر مخلوط کن می خواهید با این قیمت خوب پیدا نمیشه حتما محصولی بخرید که پارچش شیشه ای باشد چون این رده از محصولات قدرتمند تر و حرفه ای تر هستند ,28,3
2 سالیه ک خریدیم و هنوز در حال کار اما موتور ش ضعیف و وقتی ی مقدار پرش میکنه خیلی بهش فشار میاد طوری بود ک روزای اول ازش قطع امید کرده بودیم و احتمال میدادیم همین روزا بسوزه اما فعلآ دووم آورده اما خب مرعات میکنیم در کل بنظرم اگر ایرانیش رو بگیرید خیلی بهتره نسبت ب قیمت حداقل از این بهترن ,48,3
واقعا عالیه دوساله خریدم خانمم رازیه رازیه مثل روز اولش کار میکنه ,60,1
من تا حالا 2 مدل ازین برند رو خریدم  مرگ نداره لذت شنیدن موسیقی  واقعا عالیه ,96,1
من این تلویزیونو عید 95 خریدم  حدود یکساله استفاده میکنیم هیییییییییچ مشکلی نداشته کیفیتشم عالی عالی پشتیبانی خوب و کامل البته 90 درصد امکاناتش برای ماکه بی استفاده بوده مثل اندروید و کنترل هوشمند و  ولی با این قیمت و این کیفیت بهترین گزینست شک نکنید ممنون از دیجی کالا ,84,3
کاسه ش پلاستیکی و حدودا 3 لیتری هست  پره های خیلی قوی نداره که البته مناسب برای همون 3 لیتری هست که در نظر گرفته شده  کم صدا هست و پایه هاش روی سطح کابینت محکم میشه ازین مدلا که پلاستیکی نرم هست و فضای هوا رو میگیره و روی سطح سفت میشه  ,56,2
پایه دستگاه نیم سانت افتادگی داره و باعث ایجاد صدای نا خوشایند در زمان کار میشه ,64,2
من یک اتو تفال از دیجی کالا گرفتم که اصلا راضی نبودم نشتی آب داشت و بخار دهی مناسبی نداشت به همین دلیل ان را پس دادم و این اتوی فلیپس را خریداری کردم  ویژگی های بسیار مناسبی دارد از همه مهم تر بخار دهی عالی دارد و اصلا نشتی آب ندارد  سبک و خوش دست است  طراحی مناسب دارد   سیستم رسوب زدایی خوبی دارد  به علت بخار دهی مناسب سریع و با کیفیت خوب اتو می کند  ,88,1
اتوی خوبیه خوش دسته و سبک بخار دهی خیلی خوبی داره فقط یکم زیادی رسوب میگیره اون بیشتر تقصیر  آب تهرانه ,80,1
حتما اگه میخواین اتو بخرین بهترین مارک فیلیپس و بهترین اونم مدل های Arzur هستش ,100,1
این اتو عالیه خیلی خوب اتو میکنه ,92,1
من واقعا پیشنهادمیکنم راحت و خوشدسته سبکه خوبه خیای خوب اتومیکنه کف اتو باکیفیت و خوبه ,60,1
من این اتوروچندهفته اس خریدم خیلی اتوی سبک وراحتیه وخوب رولباس حرکت میکنه وچروک هاشونوبازمیکنه فقط کاش مثل اتوی قبلیم سیمش داخل خودش جمع میشدتانگران اسیب دیدن سیم نمیشدم وجمع وجورمیشد  ,60,1
من این محصول رو توی پیشنهاد شگفت انگیز برای مادرم خریدم واقعا عالیه و راضیه ازش کیفیت ساخت بالایی هم داره توی خریدش شکی نکنید ,80,1
تازه خریدم مشکلش وزن زیادشه و آب میریزه رو لباس  ,68,2
بسیار خوب و کار آمد ,88,1
بسیار عالی ,88,1
عالیه بخرید ,100,1
این دستگاه نسبت به دستگاههای ساندویچ ساز که سینی داخلی آنها بصورت مثلثی هستند بسیار کارآمدتر هست  علیت هم این هست که هر نوع نون میشه بروی سینی یکپارچه آن قرار داد   دستگاه بصورت اتوماتیک گرم و استندبای میشه  فقط کیفیت پلاستیک بدنه بیرونی کمی در حد نام فیلیپس نیست ولی در مجموع از تهیه این دستگاه بسیار راضی هستم   دوشاخه برق این دستگاه نیاز به تبدیل سه به دو دارد   ,80,1
سلام من این پیچ گوشتی رو 6ماه قبل گرفتم باتریش زود خالی میشه ,84,3
این تنها تلویزیون آندرویدی است که آندروید کامل داره و پلی استور داره حتی میتونی لانچرشو عوض کنی   تمام تلویزیونهای دیگر آندرویدی که دیدم پلی استور ندارن و فقط تعداد محدودی برنامه خاص رو از آندروید اجرا میکنن ,84,1
سلام  واقعا تو این رنج قیمت بهترین انتخابه  فضای صدا فوق العاده  بیس عالی  earphone عالی  دیجی موجودش کن چون واسه من بعد 2 سال خراب شد  ,80,1
جاروبرقی مناسبی نیست هرگز پیشنهاد نمیدم تجربه یک سال استفاده از این محصول   زود داغ میشه و صدای زیاد در دور تند و بعد از استفاده از آن در چند دقیقه بوی بدی فضای محیط پر میکنه بیشتر هزینه کنید ومحصول با کیفیت تر تهیه کنید  ,60,3
من دو ماهی است این تلویزیون رو خرید کرده ام   قیمتش خوبه و کیفیت مناسبی داره  هم تصویر و هم کیفیت ساخت و مواد خود تلویزیون  البته من تلویزیون شناس نیستم و ریز بینی های فنی رو ندارم ولی به عنوان یک فرد معمولی مشکلی ندیدم   اولش یکم اذیت شدیم تا بیان نصب کنن و مهر شروع گارانتی رو بزنن  چند روزی زبون بسته گوشه اتاق بود     تنها مشکلی که دیدم اینه که گاهی تصویر تار  blur  میشه  این موضوع بعضی روزها دو سه بار و هر بار به مدت چند ثانیه اتفاق میفته  مشکلی نیست  ولی نگران کننده است چون هر بار داره طولانی تر میشه  پشتیبانی یک برا برد و اورد و گفت مشکل را حل کرده ولی نکرده  ادع میکنند مشکل از دستگاه ورودی تصویر است  اما با فلش و هارد هم این مشکل را داره  هارد یک ترا هم زدیم بهش مثله پلنگ باز کرد   قیمتش نسبت به مورد مشابه در برند هایی مثله ال جی و سامسونگ واقعا خوبه  در کل میگم بخرید که به صرفه است ولی جزییاتی ممکنه باشه که رو مخ بره  ,84,1
فوری فوری فوری  پیشنهاد شگفت انگیز لطفا به جهت متفاوت بودن قیمت دیجی با بازار باید شگفت انگیز باشد تا خرید این محصول از دیجی نسبت به بازار به صرفه باشد ,96,1
پایش در مقایسه با سایر تلوزیونها اونقدر هم ضعیف نیست ,68,3
